#BGC Name	Clan Number	Family Number
ABCS01000003.1.region001	5147	3
ABCS01000122.1.region001	5147	23
ABCS01000183.1.region001	5147	28
ABYX02000001.1.region003	5147	34
ABYX02000001.1.region005	5147	36
BGC0000431.1	5147	36
ABYX02000001.1.region009	5147	40
BGC0000950.1	5147	40
ABYX02000001.1.region010	5147	41
ABYX02000001.1.region012	5147	43
ABYX02000001.1.region014	5147	45
JNLT01000003.1.region003	5147	45
KB898991.1.region001	5147	45
ABYX02000001.1.region017	5147	48
ABYX02000001.1.region026	5147	57
JNLT01000009.1.region004	5147	57
ABYX02000001.1.region030	5147	61
ACVN02000087.1.region001	5147	65
ACVN02000123.1.region001	5147	66
ACVN02000145.1.region001	5147	67
ACVN02000185.1.region001	5147	69
ACVN02000205.1.region001	5147	71
ACVN02000330.1.region001	5147	73
ACYA01000025.1.region001	5147	76
ACYA01000027.1.region001	5147	77
AHCD02000002.1.region001	5147	95
AHCD02000003.1.region001	5147	96
AHCD02000008.1.region001	5147	97
AHCD02000017.1.region001	5147	99
AHCD02000023.1.region001	5147	100
AHCD02000036.1.region001	5147	101
AHCD02000041.1.region001	5147	102
AHCD02000074.1.region001	5147	104
AHCD02000101.1.region001	5147	106
AHCD02000109.1.region001	5147	107
AHCD02000122.1.region001	5147	107
AHCD02000115.1.region001	5147	108
AHCD02000129.1.region001	5147	111
AHCD02000132.1.region001	5147	112
AHCD02000135.1.region001	5147	113
AHCD02000136.1.region001	5147	114
AHCD02000136.1.region002	5147	115
AHCD02000142.1.region001	5147	116
AHCD02000142.1.region002	5147	117
AHCD02000148.1.region001	5147	118
AHCD02000165.1.region001	5147	119
AHCD02000170.1.region001	5147	120
AHCD02000179.1.region001	5147	121
AHCD02000191.1.region001	5147	122
AKBX01000001.1.region001	5147	123
AL645882.2.region015	5147	144
CP009124.1.region012	5147	144
AL645882.2.region027	5147	156
BGC0000324.1	5147	156
CP009124.1.region002	5147	156
KE384240.1.region001	5147	156
ALVU02000001.1.region003	5147	161
ALVU02000001.1.region004	5147	162
ALVU02000001.1.region005	5147	163
ALVZ01000171.1.region001	5147	172
ALVZ01000183.1.region001	5147	173
ALVZ01000197.1.region001	5147	174
ALVZ01000228.1.region001	5147	176
ALVZ01000230.1.region001	5147	177
ALVZ01000233.1.region001	5147	178
ALWB01000112.1.region001	5147	181
AP009552.1.region004	5147	190
AP009552.1.region006	5147	192
AP019314.1.region011	5147	216
BEYQ01000005.1.region001	5147	216
AUEV01000003.1.region002	5147	220
AUEV01000009.1.region001	5147	223
AUEV01000013.1.region001	5147	225
AUEV01000018.1.region001	5147	228
AUEV01000030.1.region001	5147	234
AUFD01000005.1.region002	5147	236
AUFD01000012.1.region001	5147	242
AUFD01000018.1.region001	5147	247
AUFD01000019.1.region001	5147	248
AUFD01000025.1.region001	5147	250
AUFD01000031.1.region001	5147	252
AUFD01000032.1.region001	5147	253
AUFD01000058.1.region001	5147	259
AUKN01000001.1.region001	5147	260
AUKN01000002.1.region004	5147	266
AUKN01000007.1.region001	5147	272
AUKN01000010.1.region001	5147	275
AUKN01000010.1.region002	5147	276
AUKN01000013.1.region001	5147	278
AUKN01000015.1.region001	5147	282
AUKN01000022.1.region001	5147	283
AUKN01000036.1.region001	5147	284
AUKN01000044.1.region001	5147	285
AUKN01000049.1.region001	5147	287
AUKO01000001.1.region002	5147	289
AUKO01000002.1.region001	5147	290
AUKO01000002.1.region002	5147	291
AUKO01000012.1.region002	5147	297
AUKO01000020.1.region001	5147	300
AUKP01000009.1.region001	5147	314
AZWZ01000010.1.region001	5147	314
JNID01000010.1.region001	5147	314
KB897366.1.region001	5147	314
KB897626.1.region001	5147	314
KB897719.1.region001	5147	314
AUKP01000012.1.region001	5147	316
AZWZ01000027.1.region001	5147	316
JNID01000014.1.region001	5147	316
KB897374.1.region001	5147	316
KB897644.1.region001	5147	316
KB897728.1.region001	5147	316
AUKP01000016.1.region001	5147	319
KB897425.1.region001	5147	319
KB897729.1.region002	5147	319
KL370765.1.region001	5147	319
AUKP01000017.1.region001	5147	320
AUKQ01000004.1.region002	5147	350
AUKQ01000005.1.region002	5147	352
AUKQ01000006.1.region003	5147	356
AUKQ01000011.1.region001	5147	357
AUKQ01000015.1.region001	5147	362
AUKQ01000024.1.region001	5147	366
AUKQ01000044.1.region001	5147	371
AUKR01000002.1.region002	5147	374
AUKR01000007.1.region001	5147	376
AUKR01000007.1.region002	5147	377
AUKR01000023.1.region001	5147	385
AUKW01000002.1.region001	5147	396
AUKW01000002.1.region002	5147	397
AUKW01000003.1.region001	5147	400
AUKW01000006.1.region001	5147	404
AUKW01000006.1.region002	5147	405
AUKW01000019.1.region001	5147	411
AUKW01000020.1.region001	5147	412
AUKW01000033.1.region001	5147	418
AUKW01000038.1.region001	5147	422
AWXD01000008.1.region001	5147	423
AXVU01000004.1.region001	5147	427
AXVU01000035.1.region001	5147	442
AXVU01000075.1.region001	5147	449
AXVU01000095.1.region001	5147	453
AXVU01000134.1.region001	5147	458
AYUD01000001.1.region001	5147	459
AYUD01000001.1.region003	5147	461
AYUD01000001.1.region005	5147	463
AYUD01000008.1.region001	5147	470
AYUD01000009.1.region001	5147	471
AYUD01000023.1.region001	5147	476
AZUS01000017.1.region001	5147	486
AZUS01000034.1.region001	5147	494
AZWL01000001.1.region005	5147	504
AZWL01000001.1.region006	5147	505
AZWL01000004.1.region003	5147	508
AZWL01000009.1.region001	5147	514
AZWZ01000011.1.region001	5147	547
AZWZ01000020.1.region001	5147	557
AZXC01000006.1.region001	5147	582
KB846735.1.region001	5147	582
KB898271.1.region001	5147	582
AZXC01000008.1.region001	5147	583
AZXC01000019.1.region001	5147	599
BGC0000423.1	5147	599
KB846738.1.region002	5147	599
AZXC01000019.1.region002	5147	600
KB846738.1.region001	5147	600
AZXC01000020.1.region001	5147	601
AZXC01000021.1.region003	5147	606
AZXC01000043.1.region001	5147	611
KB846750.1.region001	5147	611
ADDB02000001.1.region001	5147	615
AKCE01000001.1.region001	5147	615
AZYU01000032.1.region001	5147	615
JAQC01000014.1.region001	5147	615
AZYU01000226.1.region001	5147	616
JAQC01000045.1.region001	5147	616
BA000019.2.region004	5147	620
BA000019.2.region005	5147	621
BA000019.2.region009	5147	625
BA000019.2.region010	5147	626
BEYQ01000012.1.region002	5147	641
CP020771.1.region001	5147	641
ABYX02000001.1.region020	5147	946
BGC0000306.1	5147	946
ABYX02000001.1.region002	5147	976
BGC0000336.1	5147	976
BGC0000398.1	5147	1038
BGC0000399.1	5147	1038
CP000076.1.region004	5147	1038
BGC0000412.1	5147	1051
QOLE01000002.1.region002	5147	1051
AYUD01000001.1.region007	5147	1052
BGC0000413.1	5147	1052
CP000076.1.region010	5147	1052
CP000076.1.region011	5147	1052
CP000094.2.region009	5147	1052
BGC0001028.1	5147	1656
CP001037.1.region004	5147	1656
BGC0001112.1	5147	1739
CP000076.1.region006	5147	1739
BGC0001117.1	5147	1744
GG657754.1.region031	5147	1744
BGC0000958.1	5147	1839
BGC0001216.1	5147	1839
KB898240.1.region001	5147	1839
PPFB01000001.1.region004	5147	1839
BGC0001297.1	5147	1920
GG657758.1.region016	5147	1920
BGC0001726.1	5147	2336
PTJS01000001.1.region006	5147	2336
BGC0001752.1	5147	2361
LNBE01000003.1.region012	5147	2361
BGC0001230.1	5147	2375
BGC0001766.1	5147	2375
KB899005.1.region001	5147	2375
BGC0001823.1	5147	2432
CP011664.1.region006	5147	2432
CACA01000024.1.region001	5147	2440
CACA01000060.1.region001	5147	2442
CACA01000106.1.region001	5147	2444
CACA01000175.1.region001	5147	2445
CACA01000348.1.region001	5147	2449
CACA01000353.1.region001	5147	2450
CACA01000368.1.region001	5147	2452
CACA01000370.1.region001	5147	2454
CACA01000376.1.region001	5147	2457
CM001023.1.region003	5147	2463
CM001165.1.region003	5147	2466
CM001165.1.region004	5147	2467
CM001165.1.region007	5147	2470
CM001165.1.region009	5147	2472
CM001165.1.region016	5147	2479
CM001165.1.region017	5147	2480
CM001775.1.region002	5147	2484
CM001775.1.region004	5147	2486
CP000076.1.region007	5147	2495
CP000076.1.region013	5147	2501
AYUD01000002.1.region001	5147	2504
CP000094.2.region001	5147	2504
CP000094.2.region004	5147	2507
BGC0000305.1	5147	2509
BGC0001509.1	5147	2509
CP000094.2.region006	5147	2509
CP000094.2.region007	5147	2510
CP000117.1.region003	5147	2516
CP000117.1.region008	5147	2521
CP000117.1.region009	5147	2522
CP000117.1.region010	5147	2523
CP000117.1.region012	5147	2525
CP000117.1.region014	5147	2527
CP000121.1.region001	5147	2529
CP001037.1.region003	5147	2532
CP001037.1.region005	5147	2534
CP001037.1.region008	5147	2537
CP001037.1.region009	5147	2538
CP001037.1.region010	5147	2539
CP001037.1.region013	5147	2542
CP001037.1.region016	5147	2545
CP001037.1.region019	5147	2548
CP001037.1.region020	5147	2549
CP001040.1.region001	5147	2551
CP001287.1.region003	5147	2555
CP001287.1.region007	5147	2559
CP001287.1.region008	5147	2560
CP001683.1.region002	5147	2576
