BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABCS01000001.1.region003	ABCS01000001.1	ABCS01000001.1 Plesiocystis pacifica SIR-1 1103186006202, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000019.1.region001	ABCS01000019.1	ABCS01000019.1 Plesiocystis pacifica SIR-1 1103186006320, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000086.1.region001	ABCS01000086.1	ABCS01000086.1 Plesiocystis pacifica SIR-1 1103186006183, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000091.1.region001	ABCS01000091.1	ABCS01000091.1 Plesiocystis pacifica SIR-1 1103186006238, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000105.1.region001	ABCS01000105.1	ABCS01000105.1 Plesiocystis pacifica SIR-1 1103186006075, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000121.1.region001	ABCS01000121.1	ABCS01000121.1 Plesiocystis pacifica SIR-1 1103186006327, whole genome shotgun sequence	bacteriocin	RiPPs		
ABJH01000091.1.region001	ABJH01000091.1	ABJH01000091.1 Streptomyces clavuligerus strain ATCC 27064 cont1.91, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABJH01000209.1.region001	ABJH01000209.1	ABJH01000209.1 Streptomyces clavuligerus strain ATCC 27064 cont1.209, whole genome shotgun sequence	lanthipeptide.terpene	Others		
ABJH01000263.1.region001	ABJH01000263.1	ABJH01000263.1 Streptomyces clavuligerus strain ATCC 27064 cont1.263, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABJH01000404.1.region001	ABJH01000404.1	ABJH01000404.1 Streptomyces clavuligerus strain ATCC 27064 cont1.404, whole genome shotgun sequence	lassopeptide	RiPPs		
ABJH01000478.1.region001	ABJH01000478.1	ABJH01000478.1 Streptomyces clavuligerus strain ATCC 27064 cont1.478, whole genome shotgun sequence	bacteriocin	RiPPs		
ABJH01000492.1.region001	ABJH01000492.1	ABJH01000492.1 Streptomyces clavuligerus strain ATCC 27064 cont1.492, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYC01000011.1.region001	ABYC01000011.1	ABYC01000011.1 Streptomyces albidoflavus strain J1074 cont3.11, whole genome shotgun sequence	T1PKS.NRPS.lanthipeptide	Others		
ABYC01000041.1.region001	ABYC01000041.1	ABYC01000041.1 Streptomyces albidoflavus strain J1074 cont3.41, whole genome shotgun sequence	bacteriocin.terpene	Others		
ABYC01000294.1.region001	ABYC01000294.1	ABYC01000294.1 Streptomyces albidoflavus strain J1074 cont3.294, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYC01000305.1.region001	ABYC01000305.1	ABYC01000305.1 Streptomyces albidoflavus strain J1074 cont3.305, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYC01000314.1.region001	ABYC01000314.1	ABYC01000314.1 Streptomyces albidoflavus strain J1074 cont3.314, whole genome shotgun sequence	LAP	RiPPs		
ABYC01000434.1.region001	ABYC01000434.1	ABYC01000434.1 Streptomyces albidoflavus strain J1074 cont3.434, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYC01000465.1.region001	ABYC01000465.1	ABYC01000465.1 Streptomyces albidoflavus strain J1074 cont3.465, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYX02000001.1.region007	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYX02000001.1.region012	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lassopeptide.NRPS.siderophore	Others		
ABYX02000001.1.region013	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYX02000001.1.region015	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYX02000001.1.region022	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYX02000001.1.region025	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ACDI02000015.1.region001	ACDI02000015.1	ACDI02000015.1 Bacteroides dorei 5_1_36/D4 cont2.15, whole genome shotgun sequence	bacteriocin	RiPPs		
ACGB01000020.1.region001	ACGB01000020.1	ACGB01000020.1 Acidaminococcus intestini strain D21 cont1.20, whole genome shotgun sequence	sactipeptide	RiPPs		
ACOG02000019.1.region001	ACOG02000019.1	ACOG02000019.1 Lactobacillus crispatus MV-1A-US cont2.19, whole genome shotgun sequence	bacteriocin	RiPPs		
ACOG02000027.1.region001	ACOG02000027.1	ACOG02000027.1 Lactobacillus crispatus MV-1A-US cont2.27, whole genome shotgun sequence	LAP	RiPPs		
ACOG02000056.1.region001	ACOG02000056.1	ACOG02000056.1 Lactobacillus crispatus MV-1A-US cont2.56, whole genome shotgun sequence	bacteriocin	RiPPs		
ACOG02000093.1.region001	ACOG02000093.1	ACOG02000093.1 Lactobacillus crispatus MV-1A-US cont2.93, whole genome shotgun sequence	bacteriocin	RiPPs		
ACOG02000094.1.region001	ACOG02000094.1	ACOG02000094.1 Lactobacillus crispatus MV-1A-US cont2.94, whole genome shotgun sequence	bacteriocin	RiPPs		
ACRE02000006.1.region001	ACRE02000006.1	ACRE02000006.1 Actinomyces viscosus C505 cont2.6, whole genome shotgun sequence	bacteriocin	RiPPs		
ACRE02000072.1.region001	ACRE02000072.1	ACRE02000072.1 Actinomyces viscosus C505 cont2.72, whole genome shotgun sequence	lanthipeptide	RiPPs		
ACRG01000009.1.region001	ACRG01000009.1	ACRG01000009.1 Neisseria mucosa C102 cont1.9, whole genome shotgun sequence	bacteriocin	RiPPs		
ACTO01000016.1.region001	ACTO01000016.1	ACTO01000016.1 Lachnospiraceae bacterium 2_1_58FAA cont1.16, whole genome shotgun sequence	sactipeptide	RiPPs		
ACTO01000067.1.region001	ACTO01000067.1	ACTO01000067.1 Lachnospiraceae bacterium 2_1_58FAA cont1.67, whole genome shotgun sequence	lanthipeptide	RiPPs		
ACTW01000006.1.region001	ACTW01000006.1	ACTW01000006.1 Lachnospiraceae bacterium 7_1_58FAA cont1.6, whole genome shotgun sequence	sactipeptide	RiPPs		
ACVN02000045.1.region001	ACVN02000045.1	ACVN02000045.1 Propionibacterium acidifaciens F0233 ctg1127964738299, whole genome shotgun sequence	lassopeptide	RiPPs		
ACVN02000201.1.region001	ACVN02000201.1	ACVN02000201.1 Propionibacterium acidifaciens F0233 ctg1127964738362, whole genome shotgun sequence	thiopeptide	RiPPs		
ACVN02000221.1.region001	ACVN02000221.1	ACVN02000221.1 Propionibacterium acidifaciens F0233 ctg1127964738424, whole genome shotgun sequence	sactipeptide	RiPPs		
ACVN02000333.1.region001	ACVN02000333.1	ACVN02000333.1 Propionibacterium acidifaciens F0233 ctg1127964738297, whole genome shotgun sequence	bacteriocin	RiPPs		
ACWU01000026.1.region001	ACWU01000026.1	ACWU01000026.1 Pseudomonas aeruginosa strain 2_1_26 cont1.26, whole genome shotgun sequence	bacteriocin	RiPPs		
ACZJ01000003.1.region001	ACZJ01000003.1	ACZJ01000003.1 Aggregatibacter aphrophilus F0387 cont1.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ACZJ01000017.1.region001	ACZJ01000017.1	ACZJ01000017.1 Aggregatibacter aphrophilus F0387 cont1.17, whole genome shotgun sequence	thiopeptide	RiPPs		
ADCN01000035.1.region001	ADCN01000035.1	ADCN01000035.1 Bifidobacterium longum strain 12_1_47BFAA cont1.35, whole genome shotgun sequence	lanthipeptide	RiPPs		
ADCS01000038.1.region001	ADCS01000038.1	ADCS01000038.1 Peptoniphilus sp. oral taxon 386 str. F0131 cont1.38, whole genome shotgun sequence	sactipeptide	RiPPs		
ADDS01000006.1.region001	ADDS01000006.1	ADDS01000006.1 Lachnospiraceae oral taxon 107 str. F0167 cont1.6, whole genome shotgun sequence	sactipeptide	RiPPs		
ADFQ01000075.1.region001	ADFQ01000075.1	ADFQ01000075.1 Prevotella amnii CRIS 21A-A contig00038, whole genome shotgun sequence	LAP.thiopeptide	RiPPs		
ADGH01000016.1.region001	ADGH01000016.1	ADGH01000016.1 Selenomonas noxia F0398 cont1.16, whole genome shotgun sequence	sactipeptide	RiPPs		
ADLL01000041.1.region001	ADLL01000041.1	ADLL01000041.1 [Clostridium] clostridioforme 2_1_49FAA cont1.41, whole genome shotgun sequence	sactipeptide	RiPPs		
ADLO01000052.1.region001	ADLO01000052.1	ADLO01000052.1 Flavonifractor plautii 1_3_50AFAA cont1.52, whole genome shotgun sequence	sactipeptide	RiPPs		
ADLR01000034.1.region001	ADLR01000034.1	ADLR01000034.1 [Clostridium] symbiosum WAL-14673 cont1.34, whole genome shotgun sequence	sactipeptide	RiPPs		
ADXP01000001.1.region001	ADXP01000001.1	ADXP01000001.1 Cutibacterium acnes HL043PA1 P_acnesHL043PA1-1.0_Cont0.1, whole genome shotgun sequence	LAP	RiPPs		
ADXP01000002.1.region001	ADXP01000002.1	ADXP01000002.1 Cutibacterium acnes HL043PA1 P_acnesHL043PA1-1.0_Cont1.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ADXS01000014.1.region001	ADXS01000014.1	ADXS01000014.1 Cutibacterium acnes HL059PA2 P_acnesHL059PA2-1.0_Cont11.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADXW01000026.1.region001	ADXW01000026.1	ADXW01000026.1 Cutibacterium acnes HL002PA1 P_acnesHL002PA1-1.0_Cont29.6, whole genome shotgun sequence	bacteriocin	RiPPs		
ADXX01000063.1.region001	ADXX01000063.1	ADXX01000063.1 Cutibacterium acnes HL027PA1 P_acnesHL027PA1-1.0_Cont124.2, whole genome shotgun sequence	bacteriocin	RiPPs		
ADXY01000050.1.region001	ADXY01000050.1	ADXY01000050.1 Cutibacterium acnes HL036PA3 P_acnesHL036PA3-1.0_Cont22.9, whole genome shotgun sequence	bacteriocin	RiPPs		
ADXZ01000059.1.region001	ADXZ01000059.1	ADXZ01000059.1 Cutibacterium acnes HL030PA2 P_acnesHL030PA2-1.0_Cont247.7, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYB01000025.1.region001	ADYB01000025.1	ADYB01000025.1 Cutibacterium acnes HL030PA1 P_acnesHL030PA1-1.0_Cont15.8, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYB01000065.1.region001	ADYB01000065.1	ADYB01000065.1 Cutibacterium acnes HL030PA1 P_acnesHL030PA1-1.0_Cont36.10, whole genome shotgun sequence	thiopeptide	RiPPs		
ADYD01000020.1.region001	ADYD01000020.1	ADYD01000020.1 Cutibacterium acnes HL038PA1 P_acnesHL038PA1-1.0_Cont12.8, whole genome shotgun sequence	LAP	RiPPs		
ADYD01000043.1.region001	ADYD01000043.1	ADYD01000043.1 Cutibacterium acnes HL038PA1 P_acnesHL038PA1-1.0_Cont29.7, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYH01000036.1.region001	ADYH01000036.1	ADYH01000036.1 [Propionibacterium] humerusii HL037PA2 P_acnesHL037PA2-1.0_Cont53.2, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYI01000015.1.region001	ADYI01000015.1	ADYI01000015.1 Cutibacterium acnes HL056PA1 P_acnesHL056PA1-1.0_Cont27.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYI01000041.1.region001	ADYI01000041.1	ADYI01000041.1 Cutibacterium acnes HL056PA1 P_acnesHL056PA1-1.0_Cont877.1, whole genome shotgun sequence	LAP	RiPPs		
ADYJ01000005.1.region001	ADYJ01000005.1	ADYJ01000005.1 Cutibacterium acnes HL007PA1 P_acnesHL007PA1-1.0_Cont2.3, whole genome shotgun sequence	LAP	RiPPs		
ADYJ01000025.1.region001	ADYJ01000025.1	ADYJ01000025.1 Cutibacterium acnes HL007PA1 P_acnesHL007PA1-1.0_Cont23.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYK01000017.1.region001	ADYK01000017.1	ADYK01000017.1 Cutibacterium acnes HL063PA1 P_acnesHL063PA1-1.0_Cont14.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYL01000016.1.region001	ADYL01000016.1	ADYL01000016.1 Cutibacterium acnes HL036PA1 P_acnesHL036PA1-1.0_Cont17.4, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYM01000025.1.region001	ADYM01000025.1	ADYM01000025.1 Cutibacterium acnes HL043PA2 P_acnesHL043PA2-1.0_Cont22.1, whole genome shotgun sequence	LAP	RiPPs		
ADYM01000031.1.region001	ADYM01000031.1	ADYM01000031.1 Cutibacterium acnes HL043PA2 P_acnesHL043PA2-1.0_Cont29.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYN01000037.1.region001	ADYN01000037.1	ADYN01000037.1 Cutibacterium acnes HL013PA2 P_acnesHL013PA2-1.0_Cont40.7, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYO01000024.1.region001	ADYO01000024.1	ADYO01000024.1 Cutibacterium acnes HL020PA1 P_acnesHL020PA1-1.0_Cont22.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYP01000008.1.region001	ADYP01000008.1	ADYP01000008.1 Cutibacterium acnes HL086PA1 P_acnesHL086PA1-1.0_Cont9.2, whole genome shotgun sequence	LAP	RiPPs		
ADYP01000020.1.region001	ADYP01000020.1	ADYP01000020.1 Cutibacterium acnes HL086PA1 P_acnesHL086PA1-1.0_Cont32.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYQ01000017.1.region002	ADYQ01000017.1	ADYQ01000017.1 Cutibacterium acnes HL025PA1 P_acnesHL025PA1-1.0_Cont10.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYR01000020.1.region002	ADYR01000020.1	ADYR01000020.1 Cutibacterium acnes HL002PA3 P_acnesHL002PA3-1.0_Cont36.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYS01000037.1.region001	ADYS01000037.1	ADYS01000037.1 Cutibacterium acnes HL063PA2 P_acnesHL063PA2-1.0_Cont646.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYT01000011.1.region001	ADYT01000011.1	ADYT01000011.1 Cutibacterium acnes HL027PA2 P_acnesHL027PA2-1.0_Cont195.4, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYU01000021.1.region002	ADYU01000021.1	ADYU01000021.1 Cutibacterium acnes HL036PA2 P_acnesHL036PA2-1.0_Cont15.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYV01000051.1.region001	ADYV01000051.1	ADYV01000051.1 Cutibacterium acnes HL046PA2 P_acnesHL046PA2-1.0_Cont245.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADYW01000019.1.region001	ADYW01000019.1	ADYW01000019.1 Cutibacterium acnes HL059PA1 P_acnesHL059PA1-1.0_Cont54.6, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZA01000004.1.region001	ADZA01000004.1	ADZA01000004.1 Cutibacterium acnes HL045PA1 P_acnesHL045PA1-1.0_Cont3.2, whole genome shotgun sequence	LAP	RiPPs		
ADZA01000024.1.region001	ADZA01000024.1	ADZA01000024.1 Cutibacterium acnes HL045PA1 P_acnesHL045PA1-1.0_Cont24.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZB01000033.1.region001	ADZB01000033.1	ADZB01000033.1 Cutibacterium acnes HL053PA2 P_acnesHL053PA2-1.0_Cont521.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZD01000001.1.region001	ADZD01000001.1	ADZD01000001.1 Cutibacterium acnes HL053PA1 P_acnesHL053PA1-1.0_Cont0.1, whole genome shotgun sequence	LAP	RiPPs		
ADZD01000027.1.region001	ADZD01000027.1	ADZD01000027.1 Cutibacterium acnes HL053PA1 P_acnesHL053PA1-1.0_Cont25.2, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZE01000029.1.region001	ADZE01000029.1	ADZE01000029.1 Cutibacterium acnes HL110PA1 P_acnesHL110PA1-1.0_Cont1199.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZF01000025.1.region001	ADZF01000025.1	ADZF01000025.1 Cutibacterium acnes HL072PA1 P_acnesHL072PA1-1.0_Cont29.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZG01000004.1.region001	ADZG01000004.1	ADZG01000004.1 Cutibacterium acnes HL078PA1 P_acnesHL078PA1-1.0_Cont3.1, whole genome shotgun sequence	LAP	RiPPs		
ADZG01000054.1.region001	ADZG01000054.1	ADZG01000054.1 Cutibacterium acnes HL078PA1 P_acnesHL078PA1-1.0_Cont90.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZH01000006.1.region002	ADZH01000006.1	ADZH01000006.1 Cutibacterium acnes HL013PA1 P_acnesHL013PA1-1.0_Cont3.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZI01000028.1.region001	ADZI01000028.1	ADZI01000028.1 Cutibacterium acnes HL037PA1 P_acnesHL037PA1-1.0_Cont203.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZK01000021.1.region001	ADZK01000021.1	ADZK01000021.1 Cutibacterium acnes HL050PA3 P_acnesHL050PA3-1.0_Cont26.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZL01000023.1.region001	ADZL01000023.1	ADZL01000023.1 Cutibacterium acnes HL050PA1 P_acnesHL050PA1-1.0_Cont264.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZM01000008.1.region002	ADZM01000008.1	ADZM01000008.1 Cutibacterium acnes HL005PA3 P_acnesHL005PA3-1.0_Cont7.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZN01000009.1.region001	ADZN01000009.1	ADZN01000009.1 Cutibacterium acnes HL005PA2 P_acnesHL005PA2-1.0_Cont91.4, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZO01000006.1.region001	ADZO01000006.1	ADZO01000006.1 Cutibacterium acnes HL025PA2 P_acnesHL025PA2-1.0_Cont3.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZP01000015.1.region001	ADZP01000015.1	ADZP01000015.1 Cutibacterium acnes HL005PA1 P_acnesHL005PA1-1.0_Cont64.7, whole genome shotgun sequence	LAP	RiPPs		
ADZP01000077.1.region001	ADZP01000077.1	ADZP01000077.1 Cutibacterium acnes HL005PA1 P_acnesHL005PA1-1.0_Cont1869.8, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZS01000030.1.region001	ADZS01000030.1	ADZS01000030.1 Cutibacterium acnes HL002PA2 P_acnesHL002PA2-1.0_Cont20.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZT01000012.1.region001	ADZT01000012.1	ADZT01000012.1 Cutibacterium acnes HL067PA1 P_acnesHL067PA1-1.0_Cont9.3, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZU01000019.1.region001	ADZU01000019.1	ADZU01000019.1 [Propionibacterium] humerusii HL044PA1 P_acnesHL044PA1-1.0_Cont14.5, whole genome shotgun sequence	bacteriocin	RiPPs		
ADZW01000016.1.region001	ADZW01000016.1	ADZW01000016.1 Cutibacterium acnes HL005PA4 P_acnesHL005PA4-1.0_Cont13.3, whole genome shotgun sequence	bacteriocin	RiPPs		
AE004091.2.region004	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	thiopeptide	RiPPs		
AE004091.2.region007	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	bacteriocin	RiPPs		
AE004091.2.region012	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	bacteriocin	RiPPs		
AEAA01000004.1.region001	AEAA01000004.1	AEAA01000004.1 Peptoniphilus sp. oral taxon 836 str. F0141 contig00127, whole genome shotgun sequence	sactipeptide	RiPPs		
AEAA01000101.1.region001	AEAA01000101.1	AEAA01000101.1 Peptoniphilus sp. oral taxon 836 str. F0141 contig00058, whole genome shotgun sequence	bacteriocin	RiPPs		
AFII01000002.1.region001	AFII01000002.1	AFII01000002.1 Parvimonas sp. oral taxon 110 str. F0139 Contig496, whole genome shotgun sequence	LAP.thiopeptide	RiPPs		
AFUM01000003.1.region001	AFUM01000003.1	AFUM01000003.1 Cutibacterium acnes SK182 ctg1123499743096, whole genome shotgun sequence	bacteriocin	RiPPs		
AFUM01000011.1.region001	AFUM01000011.1	AFUM01000011.1 Cutibacterium acnes SK182 ctg1123499743111, whole genome shotgun sequence	LAP	RiPPs		
AFXO01000004.1.region001	AFXO01000004.1	AFXO01000004.1 Streptococcus intermedius F0413 cont1.4, whole genome shotgun sequence	bacteriocin	RiPPs		
AFXO01000008.1.region001	AFXO01000008.1	AFXO01000008.1 Streptococcus intermedius F0413 cont1.8, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDH01000013.1.region001	AGDH01000013.1	AGDH01000013.1 Klebsiella oxytoca 09-7231 cont1.13, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDH01000025.1.region001	AGDH01000025.1	AGDH01000025.1 Klebsiella oxytoca 09-7231 cont1.25, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDI01000004.1.region001	AGDI01000004.1	AGDI01000004.1 Klebsiella michiganensis strain 10-5242 cont1.4, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDI01000023.1.region001	AGDI01000023.1	AGDI01000023.1 Klebsiella michiganensis strain 10-5242 cont1.23, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDJ01000004.1.region001	AGDJ01000004.1	AGDJ01000004.1 Klebsiella oxytoca 10-5243 cont1.4, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDJ01000028.1.region001	AGDJ01000028.1	AGDJ01000028.1 Klebsiella oxytoca 10-5243 cont1.28, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDK01000001.1.region001	AGDK01000001.1	AGDK01000001.1 Klebsiella oxytoca 10-5244 cont1.1, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDK01000012.1.region001	AGDK01000012.1	AGDK01000012.1 Klebsiella oxytoca 10-5244 cont1.12, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDL01000010.1.region001	AGDL01000010.1	AGDL01000010.1 Klebsiella oxytoca 10-5245 cont1.10, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDL01000040.1.region001	AGDL01000040.1	AGDL01000040.1 Klebsiella oxytoca 10-5245 cont1.40, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDM01000011.1.region001	AGDM01000011.1	AGDM01000011.1 Raoultella ornithinolytica 10-5246 cont1.11, whole genome shotgun sequence	lassopeptide	RiPPs		
AGDM01000025.1.region001	AGDM01000025.1	AGDM01000025.1 Raoultella ornithinolytica 10-5246 cont1.25, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDM01000050.1.region001	AGDM01000050.1	AGDM01000050.1 Raoultella ornithinolytica 10-5246 cont1.50, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDO01000027.1.region001	AGDO01000027.1	AGDO01000027.1 Klebsiella oxytoca 10-5249 cont1.27, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDP01000015.1.region001	AGDP01000015.1	AGDP01000015.1 Klebsiella michiganensis strain 10-5250 cont1.15, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDP01000022.1.region001	AGDP01000022.1	AGDP01000022.1 Klebsiella michiganensis strain 10-5250 cont1.22, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDQ01000010.1.region001	AGDQ01000010.1	AGDQ01000010.1 Treponema denticola AL-2 cont1.10, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDR01000002.1.region001	AGDR01000002.1	AGDR01000002.1 Treponema denticola ASLM cont1.2, whole genome shotgun sequence	thiopeptide	RiPPs		
AGDR01000011.1.region001	AGDR01000011.1	AGDR01000011.1 Treponema denticola ASLM cont1.11, whole genome shotgun sequence	bacteriocin	RiPPs		
AGDR01000028.1.region001	AGDR01000028.1	AGDR01000028.1 Treponema denticola ASLM cont1.28, whole genome shotgun sequence	bacteriocin	RiPPs		
AGEB01000003.1.region001	AGEB01000003.1	AGEB01000003.1 Treponema denticola US-Trep acdtB-supercont1.1.C3, whole genome shotgun sequence	bacteriocin	RiPPs		
AGEB01000014.1.region001	AGEB01000014.1	AGEB01000014.1 Treponema denticola US-Trep acdtB-supercont1.1.C14, whole genome shotgun sequence	thiopeptide	RiPPs		
AGEB01000020.1.region001	AGEB01000020.1	AGEB01000020.1 Treponema denticola US-Trep acdtB-supercont1.1.C20, whole genome shotgun sequence	bacteriocin	RiPPs		
AGWI01000010.1.region001	AGWI01000010.1	AGWI01000010.1 Eubacterium infirmum F0142 cont1.10, whole genome shotgun sequence	sactipeptide	RiPPs		
AGXH01000038.1.region001	AGXH01000038.1	AGXH01000038.1 Bacteroides dorei CL02T00C15 cont1.38, whole genome shotgun sequence	bacteriocin	RiPPs		
AGXJ01000026.1.region001	AGXJ01000026.1	AGXJ01000026.1 Bacteroides dorei CL02T12C06 cont1.26, whole genome shotgun sequence	bacteriocin	RiPPs		
AHCD02000010.1.region001	AHCD02000010.1	AHCD02000010.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig010, whole genome shotgun sequence	bacteriocin	RiPPs		
AHCD02000041.1.region001	AHCD02000041.1	AHCD02000041.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig041, whole genome shotgun sequence	lanthipeptide.NRPS	Others		
AHCD02000068.1.region001	AHCD02000068.1	AHCD02000068.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig068, whole genome shotgun sequence	bacteriocin	RiPPs		
AHCD03000035.1.region002	AHCD03000035.1	AHCD03000035.1 Pseudoalteromonas rubra strain DSM 6842 contig035, whole genome shotgun sequence	bacteriocin	RiPPs		
AHCD03000036.1.region001	AHCD03000036.1	AHCD03000036.1 Pseudoalteromonas rubra strain DSM 6842 contig036, whole genome shotgun sequence	lanthipeptide.NRPS	Others		
AHCD03000044.1.region003	AHCD03000044.1	AHCD03000044.1 Pseudoalteromonas rubra strain DSM 6842 chromosome II contig044, whole genome shotgun sequence	bacteriocin	RiPPs		
AIIG01001947.1.region001	AIIG01001947.1	AIIG01001947.1 Salinispora pacifica CNS-143 contig02684, whole genome shotgun sequence	bacteriocin	RiPPs		
AIIG01004112.1.region001	AIIG01004112.1	AIIG01004112.1 Salinispora pacifica CNS-143 unmapped_contig00057, whole genome shotgun sequence	lanthipeptide	RiPPs		
AIIJ01000244.1.region001	AIIJ01000244.1	AIIJ01000244.1 Salinispora arenicola CNT-088 contig00272, whole genome shotgun sequence	lanthipeptide	RiPPs		
AJJQ01000036.1.region001	AJJQ01000036.1	AJJQ01000036.1 Rothia aeria F0474 contig00003, whole genome shotgun sequence	lassopeptide.lanthipeptide	RiPPs		
AKFT01000218.1.region001	AKFT01000218.1	AKFT01000218.1 Actinomyces massiliensis F0489 contig00003, whole genome shotgun sequence	thiopeptide	RiPPs		
AKFU01000032.1.region001	AKFU01000032.1	AKFU01000032.1 Clostridium sp. MSTE9 ctg120006482994, whole genome shotgun sequence	bacteriocin	RiPPs		
AKFU01000035.1.region001	AKFU01000035.1	AKFU01000035.1 Clostridium sp. MSTE9 ctg120006483021, whole genome shotgun sequence	sactipeptide	RiPPs		
