#BGC Name	Family Number
AUKR01000035.1.region001	387
BGC0000210.1	850
CP032543.1.region008	850
BGC0000709.1	1342
BGC0000710.1	1342
BGC0000711.1	1342
BGC0000712.1	1342
BGC0000713.1	1342
KB898997.1.region001	1342
BGC0000715.1	1344
CP040916.1.region031	1344
ABYX02000001.1.region019	2135
BGC0001452.1	2135
BGC0001522.1	2135
BGC0001074.1	2171
BGC0001558.1	2171
BGC0001568.1	2171
KB846726.1.region002	2171
KB898282.1.region002	2171
CP003646.1.region001	2744
CP003946.1.region007	2777
BGC0001359.1	2954
CP049782.1.region001	2954
DS999641.1.region022	3003
JAACKE010000001.region007	3218
JAACKE010000001.region013	3224
JNYZ01000008.1.region001	3519
KB898229.1.region001	3899
LNBE01000003.1.region010	4227
LNBE01000004.1.region005	4243
PPFB01000001.1.region002	4302
