BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABYX02000001.1.region001	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region021	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region024	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region026	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region029	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ACYA01000027.1.region001	ACYA01000027.1	ACYA01000027.1 Cylindrospermopsis raciborskii CS-505 CS505_3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AHCD02000148.1.region001	AHCD02000148.1	AHCD02000148.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig148, whole genome shotgun sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids		
AHCD02000170.1.region001	AHCD02000170.1	AHCD02000170.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig170, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AL645882.2.region015	AL645882.2	AL645882.2 Streptomyces coelicolor A3(2) complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ALVU02000001.1.region004	ALVU02000001.1	ALVU02000001.1 Synechocystis sp. PCC 7509 SYN7509DRAFT_scaffold1.1_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ALVZ01000171.1.region001	ALVZ01000171.1	ALVZ01000171.1 Xenococcus sp. PCC 7305 scaffold_00171, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ALVZ01000197.1.region001	ALVZ01000197.1	ALVZ01000197.1 Xenococcus sp. PCC 7305 scaffold_00197, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ALVZ01000228.1.region001	ALVZ01000228.1	ALVZ01000228.1 Xenococcus sp. PCC 7305 scaffold_00228, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ALVZ01000233.1.region001	ALVZ01000233.1	ALVZ01000233.1 Xenococcus sp. PCC 7305 scaffold_00233, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ALWB01000112.1.region001	ALWB01000112.1	ALWB01000112.1 Pseudanabaena biceps PCC 7429 scaffold_00112, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AP009552.1.region006	AP009552.1	AP009552.1 Microcystis aeruginosa NIES-843 DNA, complete genome	hglE-KS.NRPS.T1PKS	PKS-NRP_Hybrids		
AP009552.1.region008	AP009552.1	AP009552.1 Microcystis aeruginosa NIES-843 DNA, complete genome	NRPS.T1PKS	PKS-NRP_Hybrids		
AP019314.1.region003	AP019314.1	AP019314.1 Microcystis viridis NIES-102 DNA, complete genome	NRPS.T1PKS	PKS-NRP_Hybrids		
AP019314.1.region011	AP019314.1	AP019314.1 Microcystis viridis NIES-102 DNA, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUEV01000018.1.region001	AUEV01000018.1	AUEV01000018.1 Streptomyces sp. TAA486 I004DRAFT_scaffold00016.16_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUFD01000005.1.region002	AUFD01000005.1	AUFD01000005.1 Streptomyces sp. CNS606 K304DRAFT_scaffold00003.3_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUFD01000025.1.region001	AUFD01000025.1	AUFD01000025.1 Streptomyces sp. CNS606 K304DRAFT_scaffold00023.23_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKN01000001.1.region001	AUKN01000001.1	AUKN01000001.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00001.1_C, whole genome shotgun sequence	NRPS.transAT-PKS.transAT-PKS-like.T1PKS	PKS-NRP_Hybrids		
AUKN01000007.1.region001	AUKN01000007.1	AUKN01000007.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00006.6_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKN01000010.1.region001	AUKN01000010.1	AUKN01000010.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00009.9_C, whole genome shotgun sequence	NRPS.transAT-PKS.T1PKS	PKS-NRP_Hybrids		
AUKN01000013.1.region001	AUKN01000013.1	AUKN01000013.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00012.12_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKO01000002.1.region001	AUKO01000002.1	AUKO01000002.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00002.2_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKO01000002.1.region002	AUKO01000002.1	AUKO01000002.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00002.2_C, whole genome shotgun sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids		
AUKO01000012.1.region002	AUKO01000012.1	AUKO01000012.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00008.8_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKP01000016.1.region001	AUKP01000016.1	AUKP01000016.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00015.15_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKP01000017.1.region001	AUKP01000017.1	AUKP01000017.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00016.16_C, whole genome shotgun sequence	NRPS.T3PKS	PKS-NRP_Hybrids		
AUKP01000029.1.region001	AUKP01000029.1	AUKP01000029.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00028.28_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKQ01000011.1.region001	AUKQ01000011.1	AUKQ01000011.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00008.8_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
