BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABCS01000001.1.region001	ABCS01000001.1	ABCS01000001.1 Plesiocystis pacifica SIR-1 1103186006202, whole genome shotgun sequence	terpene	Terpene		
ABCS01000001.1.region002	ABCS01000001.1	ABCS01000001.1 Plesiocystis pacifica SIR-1 1103186006202, whole genome shotgun sequence	siderophore	Others		
ABCS01000001.1.region003	ABCS01000001.1	ABCS01000001.1 Plesiocystis pacifica SIR-1 1103186006202, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000003.1.region001	ABCS01000003.1	ABCS01000003.1 Plesiocystis pacifica SIR-1 1103186006335, whole genome shotgun sequence	NRPS-like	NRPS		
ABCS01000005.1.region001	ABCS01000005.1	ABCS01000005.1 Plesiocystis pacifica SIR-1 1103186006297, whole genome shotgun sequence	transAT-PKS	PKSother		
ABCS01000010.1.region001	ABCS01000010.1	ABCS01000010.1 Plesiocystis pacifica SIR-1 1103186006341, whole genome shotgun sequence	siderophore	Others		
ABCS01000011.1.region001	ABCS01000011.1	ABCS01000011.1 Plesiocystis pacifica SIR-1 1103186006224, whole genome shotgun sequence	terpene	Terpene		
ABCS01000016.1.region001	ABCS01000016.1	ABCS01000016.1 Plesiocystis pacifica SIR-1 1103186006307, whole genome shotgun sequence	T3PKS	PKSother		
ABCS01000019.1.region001	ABCS01000019.1	ABCS01000019.1 Plesiocystis pacifica SIR-1 1103186006320, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000021.1.region001	ABCS01000021.1	ABCS01000021.1 Plesiocystis pacifica SIR-1 1103186006200, whole genome shotgun sequence	terpene	Terpene		
ABCS01000022.1.region001	ABCS01000022.1	ABCS01000022.1 Plesiocystis pacifica SIR-1 1103186006288, whole genome shotgun sequence	hglE-KS.T1PKS	PKSother		
ABCS01000025.1.region001	ABCS01000025.1	ABCS01000025.1 Plesiocystis pacifica SIR-1 1103186006199, whole genome shotgun sequence	T1PKS	PKSI		
ABCS01000028.1.region001	ABCS01000028.1	ABCS01000028.1 Plesiocystis pacifica SIR-1 1103186006295, whole genome shotgun sequence	T3PKS	PKSother		
ABCS01000035.1.region001	ABCS01000035.1	ABCS01000035.1 Plesiocystis pacifica SIR-1 1103186006318, whole genome shotgun sequence	PKS-like	PKSother		
ABCS01000037.1.region001	ABCS01000037.1	ABCS01000037.1 Plesiocystis pacifica SIR-1 1103186006263, whole genome shotgun sequence	terpene	Terpene		
ABCS01000038.1.region001	ABCS01000038.1	ABCS01000038.1 Plesiocystis pacifica SIR-1 1103186006194, whole genome shotgun sequence	terpene	Terpene		
ABCS01000057.1.region001	ABCS01000057.1	ABCS01000057.1 Plesiocystis pacifica SIR-1 1103186006201, whole genome shotgun sequence	arylpolyene	Others		
ABCS01000075.1.region001	ABCS01000075.1	ABCS01000075.1 Plesiocystis pacifica SIR-1 1103186006312, whole genome shotgun sequence	terpene	Terpene		
ABCS01000086.1.region001	ABCS01000086.1	ABCS01000086.1 Plesiocystis pacifica SIR-1 1103186006183, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000091.1.region001	ABCS01000091.1	ABCS01000091.1 Plesiocystis pacifica SIR-1 1103186006238, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000094.1.region001	ABCS01000094.1	ABCS01000094.1 Plesiocystis pacifica SIR-1 1103186006241, whole genome shotgun sequence	T1PKS	PKSI		
ABCS01000105.1.region001	ABCS01000105.1	ABCS01000105.1 Plesiocystis pacifica SIR-1 1103186006075, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000121.1.region001	ABCS01000121.1	ABCS01000121.1 Plesiocystis pacifica SIR-1 1103186006327, whole genome shotgun sequence	bacteriocin	RiPPs		
ABCS01000122.1.region001	ABCS01000122.1	ABCS01000122.1 Plesiocystis pacifica SIR-1 1103186006304, whole genome shotgun sequence	NRPS-like	NRPS		
ABCS01000133.1.region001	ABCS01000133.1	ABCS01000133.1 Plesiocystis pacifica SIR-1 1103186006298, whole genome shotgun sequence	transAT-PKS-like	PKSother		
ABCS01000172.1.region001	ABCS01000172.1	ABCS01000172.1 Plesiocystis pacifica SIR-1 1103186006198, whole genome shotgun sequence	T1PKS	PKSI		
ABCS01000180.1.region001	ABCS01000180.1	ABCS01000180.1 Plesiocystis pacifica SIR-1 1103186006123, whole genome shotgun sequence	T1PKS	PKSI		
ABCS01000182.1.region001	ABCS01000182.1	ABCS01000182.1 Plesiocystis pacifica SIR-1 1103186006299, whole genome shotgun sequence	T1PKS	PKSI		
ABCS01000183.1.region001	ABCS01000183.1	ABCS01000183.1 Plesiocystis pacifica SIR-1 1103186006057, whole genome shotgun sequence	NRPS	NRPS		
