#BGC Name	Family Number
ABCS01000025.1.region001	11
ABCS01000094.1.region001	20
ABCS01000172.1.region001	25
ABCS01000180.1.region001	26
ABCS01000182.1.region001	27
ABCS01000198.1.region001	29
ABCS01000201.1.region001	30
ABCS01000213.1.region001	31
ABJH01000364.1.region001	53
ABJH01000473.1.region001	58
ABYC01000005.1.region001	72
ABYC01000016.1.region001	77
ABYC01000018.1.region001	78
ABYC01000019.1.region001	79
ABYC01000020.1.region001	80
ABYC01000021.1.region001	81
ABYC01000024.1.region001	84
ABYC01000025.1.region001	85
ABYC01000026.1.region001	86
ABYX02000001.1.region003	114
ABYX02000001.1.region019	130
BGC0001452.1	130
BGC0001522.1	130
ACRC01000073.1.region001	161
AHCD02000036.1.region001	473
AHCD03000026.1.region001	473
AIIJ01000489.1.region001	506
AIIJ01000521.1.region001	507
AIIJ01000860.1.region001	511
AIIJ01000972.1.region001	516
AIIJ01001242.1.region001	529
AIIJ01001243.1.region001	530
AIIJ01001252.1.region001	531
AIIJ01001253.1.region001	532
AIIJ01001254.1.region001	533
ALVZ01000136.1.region001	628
AP009552.1.region003	743
AP019314.1.region010	743
JXYX01000016.1.region001	743
AQPE01000017.1.region001	753
KB846767.1.region001	753
AQPE01000018.1.region001	754
KB846766.1.region001	754
AQPE01000019.1.region001	755
KB846765.1.region001	755
AQPE01000027.1.region001	759
AQPE01000044.1.region001	763
KB846741.1.region001	763
ARBB01000003.1.region002	792
ARBB01000003.1.region003	793
JAASAV010000002.region002	793
ARGG01000060.1.region005	840
AZWQ01000005.1.region004	840
ARGH01000018.1.region001	841
ARGH01000047.1.region001	847
ARGH01000074.1.region001	865
ARGJ01000023.1.region001	866
ARHR01000007.1.region001	918
AUKP01000076.1.region001	918
JNID01000074.1.region001	918
KB897443.1.region001	918
ARHR01000014.1.region001	921
KB897436.1.region001	921
ARHR01000020.1.region001	924
AUKP01000063.1.region001	924
AZWZ01000071.1.region001	924
KB897430.1.region001	924
KB897668.1.region001	924
ARHR01000022.1.region001	925
ARHU01000065.1.region001	925
AUKP01000065.1.region001	925
AZWL01000072.1.region001	925
KB897428.1.region001	925
ARHR01000075.1.region001	953
ARHU01000019.1.region001	976
AXVU01000079.1.region001	976
AZWL01000070.1.region001	976
AZWZ01000070.1.region001	976
KB897758.1.region001	976
ARHU01000031.1.region001	979
AUKP01000072.1.region001	979
ARHU01000064.1.region001	1008
AUKP01000061.1.region001	1008
ARHR01000068.1.region001	1011
ARHU01000067.1.region001	1011
AUKP01000005.1.region001	1011
AXVU01000052.1.region001	1011
AZWL01000005.1.region001	1011
AZWZ01000002.1.region003	1011
JNID01000024.1.region001	1011
KB897383.1.region001	1011
ARJI01000057.1.region004	1089
KB898990.1.region009	1089
AUEV01000003.1.region001	1093
AUEV01000019.1.region002	1106
AUFD01000012.1.region003	1118
AUFD01000018.1.region001	1121
AUFD01000029.1.region001	1125
AUFD01000037.1.region001	1128
AUFD01000040.1.region001	1129
AUFD01000043.1.region001	1130
AUFD01000044.1.region001	1131
AUFD01000056.1.region001	1132
AUGH01000011.1.region001	1143
AUGH01000024.1.region001	1150
AUGH01000025.1.region001	1151
AUGH01000027.1.region001	1152
AZVX01000017.1.region001	1152
AUGH01000035.1.region001	1155
AUGH01000045.1.region001	1156
AUKN01000047.1.region001	1183
AUKO01000001.1.region001	1185
AUKO01000020.1.region001	1197
PEFS01000001.1.region025	1197
