BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABCS01000005.1.region001	ABCS01000005.1	ABCS01000005.1 Plesiocystis pacifica SIR-1 1103186006297, whole genome shotgun sequence	transAT-PKS	PKSother		
ABCS01000016.1.region001	ABCS01000016.1	ABCS01000016.1 Plesiocystis pacifica SIR-1 1103186006307, whole genome shotgun sequence	T3PKS	PKSother		
ABCS01000022.1.region001	ABCS01000022.1	ABCS01000022.1 Plesiocystis pacifica SIR-1 1103186006288, whole genome shotgun sequence	hglE-KS.T1PKS	PKSother		
ABCS01000028.1.region001	ABCS01000028.1	ABCS01000028.1 Plesiocystis pacifica SIR-1 1103186006295, whole genome shotgun sequence	T3PKS	PKSother		
ABCS01000035.1.region001	ABCS01000035.1	ABCS01000035.1 Plesiocystis pacifica SIR-1 1103186006318, whole genome shotgun sequence	PKS-like	PKSother		
ABCS01000133.1.region001	ABCS01000133.1	ABCS01000133.1 Plesiocystis pacifica SIR-1 1103186006298, whole genome shotgun sequence	transAT-PKS-like	PKSother		
ABJH01000033.1.region001	ABJH01000033.1	ABJH01000033.1 Streptomyces clavuligerus strain ATCC 27064 cont1.33, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABJH01000561.1.region001	ABJH01000561.1	ABJH01000561.1 Streptomyces clavuligerus strain ATCC 27064 cont1.561, whole genome shotgun sequence	PKS-like	PKSother		
ABYC01000012.1.region001	ABYC01000012.1	ABYC01000012.1 Streptomyces albidoflavus strain J1074 cont3.12, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ABYC01000015.1.region001	ABYC01000015.1	ABYC01000015.1 Streptomyces albidoflavus strain J1074 cont3.15, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ABYC01000030.1.region001	ABYC01000030.1	ABYC01000030.1 Streptomyces albidoflavus strain J1074 cont3.30, whole genome shotgun sequence	T3PKS	PKSother		
ABYC01000443.1.region001	ABYC01000443.1	ABYC01000443.1 Streptomyces albidoflavus strain J1074 cont3.443, whole genome shotgun sequence	PKS-like	PKSother		
ABYC01000481.1.region001	ABYC01000481.1	ABYC01000481.1 Streptomyces albidoflavus strain J1074 cont3.481, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region001	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region011	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T2PKS	PKSother		
ABYX02000001.1.region021	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region024	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region026	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region028	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T3PKS	PKSother		
ABYX02000001.1.region029	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ACRO01000029.1.region001	ACRO01000029.1	ACRO01000029.1 Gemella haemolysans M341 cont1.29, whole genome shotgun sequence	T3PKS	PKSother		
ACRY02000004.1.region001	ACRY02000004.1	ACRY02000004.1 Gemella sanguinis M325 acqcz-supercont2.4, whole genome shotgun sequence	T3PKS	PKSother		
ACYA01000027.1.region001	ACYA01000027.1	ACYA01000027.1 Cylindrospermopsis raciborskii CS-505 CS505_3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ACYA01000047.1.region001	ACYA01000047.1	ACYA01000047.1 Cylindrospermopsis raciborskii CS-505 CS505_48, whole genome shotgun sequence	hglE-KS	PKSother		
ACYA01000060.1.region001	ACYA01000060.1	ACYA01000060.1 Cylindrospermopsis raciborskii CS-505 CS505_6, whole genome shotgun sequence	hglE-KS.T1PKS	PKSother		
AEBC01000107.1.region001	AEBC01000107.1	AEBC01000107.1 Enterococcus faecium TX0133a04 E_faeciumTX0133a04-1.0_Cont250.1, whole genome shotgun sequence	T3PKS	PKSother		
AFDI01000005.1.region001	AFDI01000005.1	AFDI01000005.1 Gardnerella vaginalis 315-A contig00013, whole genome shotgun sequence	T3PKS	PKSother		
AFXO01000008.1.region002	AFXO01000008.1	AFXO01000008.1 Streptococcus intermedius F0413 cont1.8, whole genome shotgun sequence	T3PKS	PKSother		
AGDH01000007.1.region001	AGDH01000007.1	AGDH01000007.1 Klebsiella oxytoca 09-7231 cont1.7, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDJ01000011.1.region001	AGDJ01000011.1	AGDJ01000011.1 Klebsiella oxytoca 10-5243 cont1.11, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDK01000036.1.region001	AGDK01000036.1	AGDK01000036.1 Klebsiella oxytoca 10-5244 cont1.36, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDL01000020.1.region001	AGDL01000020.1	AGDL01000020.1 Klebsiella oxytoca 10-5245 cont1.20, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDM01000035.1.region001	AGDM01000035.1	AGDM01000035.1 Raoultella ornithinolytica 10-5246 cont1.35, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDO01000001.1.region001	AGDO01000001.1	AGDO01000001.1 Klebsiella oxytoca 10-5249 cont1.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDP01000004.1.region001	AGDP01000004.1	AGDP01000004.1 Klebsiella michiganensis strain 10-5250 cont1.4, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGEM01000009.1.region001	AGEM01000009.1	AGEM01000009.1 Corynebacterium sp. HFH0082 acAqB-supercont-complete.C9, whole genome shotgun sequence	T3PKS	PKSother		
AGEQ01000003.1.region001	AGEQ01000003.1	AGEQ01000003.1 Paenisporosarcina sp. HGH0030 acAqH-supercont1.1.C3, whole genome shotgun sequence	T3PKS	PKSother		
AHCD02000075.1.region001	AHCD02000075.1	AHCD02000075.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig075, whole genome shotgun sequence	T3PKS	PKSother		
AHCD02000148.1.region001	AHCD02000148.1	AHCD02000148.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig148, whole genome shotgun sequence	transAT-PKS.NRPS	PKS-NRP_Hybrids		
AHCD02000170.1.region001	AHCD02000170.1	AHCD02000170.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig170, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AHCD03000027.1.region001	AHCD03000027.1	AHCD03000027.1 Pseudoalteromonas rubra strain DSM 6842 contig027, whole genome shotgun sequence	transAT-PKS.NRPS	PKS-NRP_Hybrids		
AHCD03000034.1.region001	AHCD03000034.1	AHCD03000034.1 Pseudoalteromonas rubra strain DSM 6842 contig034, whole genome shotgun sequence	T3PKS	PKSother		
AHCD03000044.1.region004	AHCD03000044.1	AHCD03000044.1 Pseudoalteromonas rubra strain DSM 6842 chromosome II contig044, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AIIG01001884.1.region001	AIIG01001884.1	AIIG01001884.1 Salinispora pacifica CNS-143 contig02598, whole genome shotgun sequence	T2PKS	PKSother		
