BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABCS01000003.1.region001	ABCS01000003.1	ABCS01000003.1 Plesiocystis pacifica SIR-1 1103186006335, whole genome shotgun sequence	NRPS-like	NRPS		
ABCS01000122.1.region001	ABCS01000122.1	ABCS01000122.1 Plesiocystis pacifica SIR-1 1103186006304, whole genome shotgun sequence	NRPS-like	NRPS		
ABCS01000183.1.region001	ABCS01000183.1	ABCS01000183.1 Plesiocystis pacifica SIR-1 1103186006057, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region001	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region002	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region003	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS-like.nucleoside.T1PKS	Others		
ABYX02000001.1.region005	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region009	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region010	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.betalactone.phosphonate	Others		
ABYX02000001.1.region012	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.siderophore.lassopeptide	Others		
ABYX02000001.1.region014	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region017	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region020	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region021	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region024	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region026	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region029	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
ABYX02000001.1.region030	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS-like	NRPS		
ACVN02000087.1.region001	ACVN02000087.1	ACVN02000087.1 Propionibacterium acidifaciens F0233 ctg1127964737938, whole genome shotgun sequence	NRPS-like	NRPS		
ACVN02000123.1.region001	ACVN02000123.1	ACVN02000123.1 Propionibacterium acidifaciens F0233 ctg1127964738413, whole genome shotgun sequence	NRPS	NRPS		
ACVN02000145.1.region001	ACVN02000145.1	ACVN02000145.1 Propionibacterium acidifaciens F0233 ctg1127964738409, whole genome shotgun sequence	NRPS	NRPS		
ACVN02000185.1.region001	ACVN02000185.1	ACVN02000185.1 Propionibacterium acidifaciens F0233 ctg1127964738414, whole genome shotgun sequence	NRPS-like	NRPS		
ACVN02000205.1.region001	ACVN02000205.1	ACVN02000205.1 Propionibacterium acidifaciens F0233 ctg1127964737980, whole genome shotgun sequence	NRPS	NRPS		
ACVN02000330.1.region001	ACVN02000330.1	ACVN02000330.1 Propionibacterium acidifaciens F0233 ctg1127964737920, whole genome shotgun sequence	NRPS-like	NRPS		
ACYA01000025.1.region001	ACYA01000025.1	ACYA01000025.1 Cylindrospermopsis raciborskii CS-505 CS505_28, whole genome shotgun sequence	NRPS	NRPS		
ACYA01000027.1.region001	ACYA01000027.1	ACYA01000027.1 Cylindrospermopsis raciborskii CS-505 CS505_3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ADDB02000001.1.region001	ADDB02000001.1	ADDB02000001.1 Fusobacterium nucleatum subsp. polymorphum F0401 supercont2.1, whole genome shotgun sequence	NRPS-like	NRPS		
AHCD02000002.1.region001	AHCD02000002.1	AHCD02000002.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig002, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000003.1.region001	AHCD02000003.1	AHCD02000003.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig003, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000008.1.region001	AHCD02000008.1	AHCD02000008.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig008, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000017.1.region001	AHCD02000017.1	AHCD02000017.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig017, whole genome shotgun sequence	NRPS	NRPS		
