#BGC Name	Family Number
ABYX02000001.1.region024	55
BGC0001043.1	55
CP032543.1.region026	55
KB898990.1.region004	55
ABYX02000001.1.region026	57
JNLT01000009.1.region004	57
ACYA01000027.1.region001	77
AHCD02000148.1.region001	118
AHCD02000170.1.region001	120
AL645882.2.region015	144
CP009124.1.region012	144
ALVU02000001.1.region004	162
ALVZ01000171.1.region001	172
ALVZ01000197.1.region001	174
ALVZ01000228.1.region001	176
ALVZ01000233.1.region001	178
AP009552.1.region006	192
AP019314.1.region011	216
BEYQ01000005.1.region001	216
AUEV01000018.1.region001	228
AUFD01000005.1.region002	236
AUFD01000025.1.region001	250
AUKN01000001.1.region001	260
AUKN01000007.1.region001	272
AUKN01000010.1.region001	275
AUKN01000013.1.region001	278
AUKO01000002.1.region001	290
AUKO01000002.1.region002	291
AUKO01000012.1.region002	297
AUKP01000016.1.region001	319
KB897425.1.region001	319
KB897624.1.region001	319
KB897729.1.region002	319
KL370765.1.region001	319
AUKQ01000011.1.region001	357
AUKQ01000024.1.region001	366
AXVU01000004.1.region001	427
AZWL01000004.1.region003	508
AZWL01000009.1.region001	514
BA000019.2.region004	620
BA000019.2.region009	625
BA000019.2.region010	626
BEYQ01000012.1.region002	641
CP020771.1.region001	641
BGC0000996.1	1624
CM001165.1.region013	1624
BGC0000958.1	1839
BGC0001216.1	1839
PPFB01000001.1.region004	1839
BGC0001726.1	2336
PTJS01000001.1.region006	2336
BGC0001230.1	2375
BGC0001766.1	2375
KB899005.1.region001	2375
CACA01000024.1.region001	2440
CACA01000353.1.region001	2450
CACA01000370.1.region001	2454
CM001165.1.region007	2470
CM001165.1.region016	2479
CM001775.1.region002	2484
CP000076.1.region006	2494
CP000117.1.region009	2522
CP000117.1.region010	2523
CP000117.1.region012	2525
CP000117.1.region014	2527
CP001037.1.region003	2532
CP001037.1.region009	2538
CP001037.1.region020	2549
CP001040.1.region001	2551
CP001287.1.region007	2559
CP001683.1.region003	2577
CP002198.1.region005	2591
CP002199.1.region001	2594
CP003219.1.region013	2613
CP003219.1.region014	2614
CP003219.1.region022	2622
CP003549.1.region011	2661
CP003597.1.region009	2679
CP003597.1.region011	2681
CP003646.1.region004	2681
ALWB01000112.1.region001	2692
CP003600.1.region010	2692
CP003600.1.region012	2694
CP003610.1.region007	2705
CP003630.1.region001	2711
CP003642.1.region001	2720
CP003642.1.region006	2725
CP003643.1.region001	2743
CP003647.1.region001	2752
CP003647.1.region003	2754
CP003943.1.region004	2758
CP003946.1.region001	2771
CP011382.1.region004	2809
CP011664.1.region003	2816
CP011664.1.region006	2819
CP020114.1.region002	2847
CP032543.1.region012	2878
CP032543.1.region014	2880
CP040916.1.region006	2902
CP040916.1.region015	2911
CP040916.1.region026	2922
CP040916.1.region032	2928
DS999641.1.region026	3007
DS999642.1.region002	3009
FP565176.1.region005	3015
BGC0001088.1	3017
FP565176.1.region007	3017
FTMA01000003.1.region001	3022
GG657754.1.region024	3046
GG657754.1.region027	3049
JAACKE010000001.region004	3215
JAIY01000004.1.region001	3257
JAIY01000006.1.region001	3262
JAIY01000009.1.region001	3267
JAIY01000015.1.region001	3276
JH992890.1.region003	3341
JH992891.1.region001	3342
JH992892.1.region001	3343
BGC0001667.1	3346
JH992893.1.region003	3346
JH992893.1.region005	3348
JH992901.1.region009	3369
JH992901.1.region010	3370
JH993793.1.region001	3375
JMCC02000027.1.region001	3394
JMCC02000069.1.region001	3405
JMCC02000198.1.region001	3424
JNLT01000003.1.region003	3472
KB898991.1.region001	3472
JNLT01000009.1.region002	3477
ABYX02000001.1.region021	3492
BGC0000973.1	3492
JNLT01000021.1.region001	3492
JNLT01000022.1.region001	3493
JNLT01000031.1.region001	3499
JNYZ01000011.1.region002	3523
JOIW01000006.1.region001	3550
JRNF01000013.1.region001	3574
AP009552.1.region008	3578
AP019314.1.region003	3578
BEYQ01000002.1.region001	3578
BGC0001017.1	3578
CP020771.1.region005	3578
JXYX01000004.1.region001	3578
KB217478.1.region009	3593
KB217483.1.region002	3608
KB235922.1.region006	3634
KB235922.1.region010	3638
KB235922.1.region015	3643
KB235924.1.region001	3644
KB235930.1.region005	3649
KB235930.1.region007	3651
KB846722.1.region001	3687
KB846722.1.region002	3688
AUKP01000029.1.region001	3719
AZWZ01000015.1.region002	3719
JNID01000001.1.region002	3719
KB897364.1.region001	3719
KB897627.1.region002	3719
KB897744.1.region001	3719
AUKP01000017.1.region001	3836
AZWZ01000018.1.region001	3836
KB897379.1.region001	3836
KB897641.1.region001	3836
KB897732.1.region001	3836
KL370766.1.region001	3836
KB898221.1.region004	3887
KB898998.1.region001	3965
ABYX02000001.1.region001	3975
ABYX02000001.1.region029	3975
JNLT01000009.1.region001	3975
KB899010.1.region001	3975
KB899014.1.region001	3976
KB899023.1.region001	3979
BGC0001236.1	4022
BGC0001354.1	4022
BGC0001355.1	4022
KE354369.1.region001	4022
KE384282.1.region001	4053
KE384521.1.region002	4063
KE384522.1.region001	4066
KE384522.1.region002	4067
KE650771.1.region015	4082
KE650771.1.region016	4083
KI912151.1.region004	4122
KI912153.1.region001	4125
KI913949.1.region002	4129
KI913949.1.region004	4131
KV411303.1.region012	4170
KV411304.1.region021	4192
KV878783.1.region003	4199
LNBE01000002.1.region012	4217
LNBE01000003.1.region004	4221
LNBE01000009.1.region001	4248
LXQD01000032.1.region001	4271
LXQD01000072.1.region001	4275
LXQD01000205.1.region001	4281
LXQD01000308.1.region001	4288
LXQD01000328.1.region001	4293
PPFB01000001.1.region013	4313
PPFB01000001.1.region016	4316
PVNK01000057.1.region001	4364
PVNK01000160.1.region001	4376
PVNK01000189.1.region001	4380
PVNK01000234.1.region001	4388
PVNL01000031.1.region001	4397
PVNL01000074.1.region001	4409
PVNL01000127.1.region001	4422
VIKX01000097.1.region001	4499
VIKX01000122.1.region001	4500
BGC0001016.1	4523
BGC0001705.1	4523
CP020114.1.region011	4523
CP043056.1.region009	4523
VIKY01000283.1.region001	4523
VIKZ01000014.1.region001	4523
VIKZ01000048.1.region001	4530
VILB01000011.1.region002	4539
VIKW01000017.1.region001	4558
VILD01000001.1.region003	4558
VIKW01000032.1.region001	4561
VILD01000004.1.region001	4561
VIKW01000042.1.region001	4563
VILD01000006.1.region001	4563
VILF01000001.1.region003	4581
VILF01000005.1.region001	4587
c00024_NODE_24...region001	4665
c00074_NODE_74...region001	4665
c00216_NODE_21...region001	4804
c00256_NODE_25...region001	4843
c00769_NODE_76...region001	5219
