BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABCS01000001.1.region002	ABCS01000001.1	ABCS01000001.1 Plesiocystis pacifica SIR-1 1103186006202, whole genome shotgun sequence	siderophore	Others		
ABCS01000010.1.region001	ABCS01000010.1	ABCS01000010.1 Plesiocystis pacifica SIR-1 1103186006341, whole genome shotgun sequence	siderophore	Others		
ABCS01000057.1.region001	ABCS01000057.1	ABCS01000057.1 Plesiocystis pacifica SIR-1 1103186006201, whole genome shotgun sequence	arylpolyene	Others		
ABJH01000007.1.region001	ABJH01000007.1	ABJH01000007.1 Streptomyces clavuligerus strain ATCC 27064 cont1.7, whole genome shotgun sequence	nucleoside	Others		
ABJH01000008.1.region001	ABJH01000008.1	ABJH01000008.1 Streptomyces clavuligerus strain ATCC 27064 cont1.8, whole genome shotgun sequence	blactam.NRPS	Others		
ABJH01000031.1.region001	ABJH01000031.1	ABJH01000031.1 Streptomyces clavuligerus strain ATCC 27064 cont1.31, whole genome shotgun sequence	terpene.amglyccycl	Others		
ABJH01000045.1.region001	ABJH01000045.1	ABJH01000045.1 Streptomyces clavuligerus strain ATCC 27064 cont1.45, whole genome shotgun sequence	butyrolactone	Others		
ABJH01000101.1.region001	ABJH01000101.1	ABJH01000101.1 Streptomyces clavuligerus strain ATCC 27064 cont1.101, whole genome shotgun sequence	butyrolactone	Others		
ABJH01000139.1.region001	ABJH01000139.1	ABJH01000139.1 Streptomyces clavuligerus strain ATCC 27064 cont1.139, whole genome shotgun sequence	indole	Others		
ABJH01000155.1.region001	ABJH01000155.1	ABJH01000155.1 Streptomyces clavuligerus strain ATCC 27064 cont1.155, whole genome shotgun sequence	terpene.NRPS	Others		
ABJH01000209.1.region001	ABJH01000209.1	ABJH01000209.1 Streptomyces clavuligerus strain ATCC 27064 cont1.209, whole genome shotgun sequence	lanthipeptide.terpene	Others		
ABJH01000362.1.region001	ABJH01000362.1	ABJH01000362.1 Streptomyces clavuligerus strain ATCC 27064 cont1.362, whole genome shotgun sequence	melanin	Others		
ABJH01000476.1.region001	ABJH01000476.1	ABJH01000476.1 Streptomyces clavuligerus strain ATCC 27064 cont1.476, whole genome shotgun sequence	ectoine.phosphoglycolipid.NRPS	Others		
ABJH01000482.1.region001	ABJH01000482.1	ABJH01000482.1 Streptomyces clavuligerus strain ATCC 27064 cont1.482, whole genome shotgun sequence	siderophore	Others		
ABJH01000487.1.region001	ABJH01000487.1	ABJH01000487.1 Streptomyces clavuligerus strain ATCC 27064 cont1.487, whole genome shotgun sequence	melanin	Others		
ABJH01000516.1.region001	ABJH01000516.1	ABJH01000516.1 Streptomyces clavuligerus strain ATCC 27064 cont1.516, whole genome shotgun sequence	indole	Others		
